,1. open,2. high,3. low,4. close,5. volume
2009-08-04,449.3700,454.0000,448.4300,453.7340,4774800
2009-08-03,448.7400,453.9000,447.6400,452.2100,5175400
2009-07-31,449.9800,452.7000,442.4300,443.0500,5715000
2009-07-30,442.6100,451.4700,442.6100,445.6400,6390800
2009-07-29,437.2300,437.8000,431.8850,436.2400,3970000
2009-07-28,441.0000,442.8100,436.1000,439.8500,5059900
2009-07-27,446.0400,446.7500,437.6100,444.8000,5003700
2009-07-24,435.8100,450.4900,435.0000,446.7200,7246500
2009-07-23,428.6800,441.2100,425.5000,437.3420,6949400
2009-07-22,428.0000,430.2000,423.5000,427.6900,5168200
2009-07-21,430.9400,431.9000,425.7200,427.9000,5930400
2009-07-20,429.8800,432.8495,426.2500,430.1700,6300600
2009-07-17,433.0000,435.4800,426.7000,430.2500,13694400
2009-07-16,436.6800,445.7500,434.1000,442.6000,13095800
2009-07-15,429.6600,438.6800,428.4900,438.1700,7546400
2009-07-14,423.7100,426.7300,420.8700,424.6900,5785800
2009-07-13,416.1740,424.5200,415.1800,424.3000,8083300
2009-07-10,409.5750,417.3700,408.7000,414.4000,5847300
2009-07-09,406.1200,414.4500,405.8000,410.3900,6544600
2009-07-08,400.0000,406.0000,398.0600,402.4900,6875500
2009-07-07,408.2400,409.1900,395.9801,396.6300,6512000
2009-07-06,406.5000,410.6400,401.6600,409.6100,4520600
2009-07-02,415.4100,415.4100,406.8100,408.4900,5030100
2009-07-01,424.2000,426.4000,418.1500,418.9900,4616900
2009-06-30,424.0000,427.2100,418.2200,421.5900,5182600
2009-06-29,426.0000,427.8000,422.2400,424.1400,4334200
2009-06-26,413.6800,428.2300,413.1100,425.3200,6506800
2009-06-25,407.0000,415.9000,406.5100,415.7700,6082900
2009-06-24,408.7400,412.2300,406.5600,409.2900,4910600
2009-06-23,406.6500,408.9900,402.5500,405.6800,5793400
2009-06-22,416.9500,417.4900,401.8901,407.3500,8240500
2009-06-19,418.2100,420.4600,414.5800,420.0900,8509600
2009-06-18,415.6800,418.6900,413.0000,414.0600,6164200
2009-06-17,416.1900,419.7200,411.5600,415.1600,6973200
2009-06-16,419.3100,421.0900,415.4200,416.0000,6093300
2009-06-15,421.5000,421.5000,414.0000,416.7700,7466300
2009-06-12,426.8600,427.7000,421.2100,424.8400,5830900
2009-06-11,431.7700,433.7300,428.3700,429.0000,5724600
2009-06-10,436.2300,437.8900,426.6700,432.6000,6711000
2009-06-09,438.5800,440.5000,431.7600,435.6200,6503200
2009-06-08,439.5000,440.9200,434.1200,438.7700,6191200
2009-06-05,445.0700,447.3400,439.4600,444.3200,7354200
2009-06-04,435.3000,441.2400,434.5000,440.2800,7268900
2009-06-03,426.0000,432.4630,424.0000,431.6500,7058500
2009-06-02,426.2500,429.9600,423.4000,428.4000,5241900
2009-06-01,418.7300,429.6000,418.5300,426.5600,6638100
2009-05-29,412.1100,417.2329,410.7000,417.2300,5291100
2009-05-28,408.6800,411.6200,404.6100,410.4000,5332200
2009-05-27,405.6400,411.8585,404.8100,405.5600,6062500
2009-05-26,391.9495,405.0000,390.0000,404.3600,6202700
2009-05-22,396.6600,398.6500,392.0005,393.5000,3433700
2009-05-21,396.3000,402.8400,393.8370,396.5000,5434100
2009-05-20,402.0900,405.6700,395.0000,397.1800,4563400
2009-05-19,396.1000,401.6400,393.0000,398.8800,5669300
2009-05-18,394.7300,397.3100,385.4000,396.8400,6696600
2009-05-15,391.1000,394.1100,389.0905,390.0000,6011300
2009-05-14,388.8000,392.2100,384.6900,387.5000,5868100
2009-05-13,394.0900,396.3900,388.3500,389.5400,5679900
2009-05-12,410.0100,410.9900,395.1100,399.0100,7574000
2009-05-11,402.8000,412.0000,401.2000,407.9800,5113400
2009-05-08,402.8500,410.1284,395.0000,407.3300,7722400
2009-05-07,404.1000,404.9900,392.5000,396.6100,5993600
2009-05-06,406.7900,408.2800,401.0000,403.4700,5260500
2009-05-05,399.9800,405.0000,397.2500,402.9900,4796700
2009-05-04,398.1700,402.4000,394.7900,401.9793,6399500
2009-05-01,395.0300,397.5900,391.5500,393.6900,4850500
2009-04-30,395.7600,403.7500,394.8000,395.9700,8702600
2009-04-29,385.9700,394.9700,385.8300,391.4700,7212700
2009-04-28,383.7500,389.0500,381.5400,383.7100,5881300
2009-04-27,384.3400,389.4900,382.7500,385.9500,4576600
2009-04-24,386.0500,393.1800,380.5000,389.4900,6764000
2009-04-23,387.5100,389.7500,381.1100,384.6900,5212700
2009-04-22,381.7500,390.0000,379.0100,383.8600,6996500
2009-04-21,376.1700,384.3000,376.1000,381.4700,7383400
2009-04-20,386.1500,390.6500,375.8900,379.3000,8848900
2009-04-17,386.0200,399.8200,384.8100,392.2400,21440100
2009-04-16,381.5000,392.9000,381.0200,388.7400,20349800
2009-04-15,367.1000,381.0600,364.1600,379.5000,9851500
2009-04-14,376.9400,376.9900,365.6000,368.9100,6850300
2009-04-13,371.3300,379.1000,370.3000,378.1100,6094000
2009-04-09,369.5000,374.3500,366.2500,372.5000,6758400
2009-04-08,363.5000,365.0000,356.2100,362.0000,5524800
2009-04-07,362.6000,363.7500,355.3100,358.6500,7352800
2009-04-06,367.0000,369.8200,361.4021,368.2400,6554000
2009-04-03,364.5000,371.7200,358.0000,369.7800,7572000
2009-04-02,363.3100,369.7600,360.3200,362.5000,8967000
2009-04-01,343.7800,355.2400,340.6100,354.0900,6595700
2009-03-31,348.9340,353.5100,346.1760,348.0600,7303200
2009-03-30,342.5480,343.8100,336.0550,342.6900,6182000
2009-03-27,350.0000,351.9961,345.4700,347.7000,6638900
2009-03-26,353.1300,359.1600,348.5000,353.2900,11994500
2009-03-25,350.4000,351.3400,336.2500,344.0700,8663900
2009-03-24,346.5000,353.8400,344.0000,347.3200,7632300
2009-03-23,333.5600,349.4500,333.0300,348.6010,8534400
2009-03-20,330.3000,332.9900,326.3400,330.1600,9466300
2009-03-19,331.6800,336.0000,327.3800,329.9400,8214100
2009-03-18,334.7900,340.0000,328.0537,333.1000,10014300
2009-03-17,320.1800,335.3400,319.0900,335.3400,9415500
2009-03-16,325.9900,329.7300,318.5900,319.6900,9883700
2009-03-13,326.1000,327.4600,319.0301,324.4200,7804900
2009-03-12,317.5400,325.0000,313.6500,323.5300,10038100
2009-03-11,310.1000,320.0000,305.7100,317.9100,11835300
2009-03-10,298.2500,310.5000,294.2500,308.1700,13446900
2009-03-09,299.6460,306.5700,289.4500,290.8900,12929600
2009-03-06,307.2200,310.1900,294.2490,308.5700,14453900
2009-03-05,316.2200,319.0800,302.6400,305.6400,13046700
2009-03-04,323.1600,329.0000,315.3800,318.9200,15621100
2009-03-03,330.0700,333.6900,322.3500,325.4800,13036500
2009-03-02,333.3300,340.6999,326.0000,327.1600,11565400
2009-02-27,332.9500,343.8200,331.1100,337.9900,10829100
2009-02-26,345.9800,352.4900,337.1600,337.1800,11199900
2009-02-25,342.1500,352.3000,338.9200,341.6400,12865300
2009-02-24,331.0200,349.6200,330.8900,345.4500,12179600
2009-02-23,347.0000,349.8000,329.5500,330.0600,10431700
2009-02-20,338.0500,348.9200,335.0000,346.4500,12421700
2009-02-19,357.5000,359.8000,341.4100,342.6400,9967400
2009-02-18,347.0400,353.3800,340.5200,353.1100,12036900
2009-02-17,345.5900,347.0900,339.6900,342.6600,11349400
2009-02-13,361.4300,362.9900,355.2300,357.6800,8285100
2009-02-12,353.1600,363.6200,351.4800,363.0500,11089400
2009-02-11,358.9600,365.0000,353.0000,358.0400,10452700
2009-02-10,375.2600,377.5000,357.8900,358.5100,14193100
2009-02-09,370.8200,381.0000,367.3000,378.7700,9944600
2009-02-06,356.4600,373.8100,355.4400,371.2800,14062100
2009-02-05,340.4700,355.3800,337.0000,353.7200,14514200
2009-02-04,340.2960,354.4400,339.1700,343.0000,13621100
2009-02-03,342.5700,343.0000,333.8285,340.4500,13099800
2009-02-02,334.2700,345.0000,332.0000,340.5700,10403300
2009-01-30,344.6900,348.8000,336.0010,338.5300,9334600
2009-01-29,344.5400,345.0500,340.1100,343.3200,14553000
2009-01-28,337.9800,352.3300,336.3100,348.6700,15367400
2009-01-27,326.0000,333.8700,324.2700,331.4800,9844700
2009-01-26,324.8500,328.0000,320.5600,323.8700,9212100
2009-01-23,309.2790,331.9600,304.2200,324.7000,21444100
2009-01-22,298.0400,309.3500,295.1500,306.5000,16517400
2009-01-21,289.7900,303.5000,288.3500,303.0800,9839100
2009-01-20,299.1400,299.5000,282.7500,282.7500,10086300
2009-01-16,305.0200,308.2500,295.7000,299.6700,10438300
2009-01-15,297.5700,303.5800,286.7900,298.9900,11857100
2009-01-14,310.0000,313.8000,297.7500,300.9700,10924800
2009-01-13,311.7700,320.6000,310.3900,314.3200,8856100
2009-01-12,316.3100,318.9500,310.2300,312.6900,6601900
2009-01-09,327.5000,327.5000,313.4000,315.0700,8672300
2009-01-08,318.2800,325.1900,317.3400,325.1900,7194100
2009-01-07,328.3200,330.9099,318.7500,322.0100,8980000
2009-01-06,332.9800,340.7990,326.3900,334.0600,12837500
2009-01-05,321.0000,331.2400,315.0000,328.0500,9768200
2009-01-02,308.5995,321.8199,305.5000,321.3200,7213700
2008-12-31,304.2000,311.0000,302.6101,307.6500,5767800
2008-12-30,300.8000,306.8100,298.7100,303.1100,7679300
2008-12-29,300.2200,301.3800,291.5800,297.4200,7396300
2008-12-26,304.0700,305.2600,298.3100,300.3600,3914200
2008-12-24,301.4799,306.3400,298.3800,302.9500,3839100
2008-12-23,300.4300,303.3100,296.6700,298.0200,7547800
2008-12-22,308.5600,309.5000,290.6300,297.1100,7827300
2008-12-19,316.2700,317.7900,309.0000,310.1700,11213900
2008-12-18,316.7000,320.3500,309.1100,310.2800,9517400
2008-12-17,318.6400,322.1300,312.4200,315.2400,11567800
2008-12-16,314.5200,329.5000,311.2700,325.2800,14105000
2008-12-15,314.0100,318.4900,305.1100,310.6700,13462300
2008-12-12,295.7100,316.4700,294.0000,315.7600,11432700
2008-12-11,304.1700,312.8800,297.8000,300.2200,12346000
2008-12-10,309.2400,314.9000,304.5100,308.8200,10463500
2008-12-09,297.6900,318.0000,297.0100,305.9700,13766000
2008-12-08,289.9900,309.4400,282.0000,302.1100,16272300
2008-12-05,271.0200,284.2400,264.0200,283.9900,13029300
2008-12-04,276.5300,283.4900,268.7700,274.3400,9763400
2008-12-03,269.8500,281.3600,265.3400,279.4300,11797700
2008-12-02,269.7300,277.7800,262.5801,275.1100,11667700
2008-12-01,286.6800,287.3799,265.9830,265.9900,11410900
2008-11-28,290.5800,296.4500,288.2801,292.9600,5125800
2008-11-26,280.2800,295.4600,276.2000,292.0900,12700400
2008-11-25,268.6800,286.6600,267.3200,282.0500,21520800
2008-11-24,269.2600,269.9500,249.0100,257.4400,20089200
2008-11-21,262.5100,269.3700,247.3000,262.4300,20468500
2008-11-20,274.8900,282.9400,259.0400,259.5600,19539200
2008-11-19,295.3900,300.1900,278.5800,280.1800,15653500
2008-11-18,301.5700,303.7300,285.3500,297.4200,16675500
2008-11-17,303.0000,310.1600,297.9500,300.1200,15072500
2008-11-14,303.2500,324.9900,302.5600,310.0200,19015100
2008-11-13,291.7700,313.0000,280.0000,312.0800,26442900
2008-11-12,302.0500,312.4899,287.7600,291.0000,20082000
2008-11-11,308.6900,316.3000,300.5210,311.4600,20272900
2008-11-10,328.0000,329.4440,309.4700,318.7800,16144000
2008-11-07,333.1200,341.1500,325.3310,331.1400,9353200
2008-11-06,339.9700,344.4200,325.8100,331.2200,17132400
2008-11-05,362.1500,368.8800,341.3100,342.2400,13879100
2008-11-04,353.4400,372.3600,345.5000,366.9400,14685100
2008-11-03,357.5800,362.9900,341.4300,346.4900,11897000
2008-10-31,356.1600,371.9599,354.2700,359.3600,14831700
2008-10-30,368.4600,372.0000,358.3700,359.6900,15961800
2008-10-29,365.7900,371.0000,352.3700,358.0000,19493600
2008-10-28,339.0500,369.3100,328.5100,368.7500,16194500
2008-10-27,334.8100,343.0000,325.6000,329.4900,12388900
2008-10-24,326.4700,350.4700,324.7400,339.2900,14703200
2008-10-23,353.6500,358.0000,337.9900,352.3200,12944800
2008-10-22,356.9900,369.6900,344.0000,355.6700,13106800
2008-10-21,372.3900,383.7800,362.0000,362.7500,11552400
2008-10-20,379.7500,380.9800,359.5900,379.3200,13493200
2008-10-17,378.9600,386.0000,363.5500,372.5400,28469900
2008-10-16,332.7600,356.5000,309.4400,353.0200,32446900
2008-10-15,354.6500,359.0000,338.8300,339.1700,13429300
2008-10-14,393.5300,394.5000,357.0000,362.7100,15554000
2008-10-13,355.7900,381.9500,345.7500,381.0200,17793100
2008-10-10,313.1600,341.8900,310.3000,332.0000,21174400
2008-10-09,344.5200,348.5661,321.6700,328.9800,16133800
2008-10-08,330.1600,358.9900,326.1100,338.1100,23629100
2008-10-07,373.3300,374.9800,345.3700,346.0100,22086600
2008-10-06,373.9800,375.9900,357.1600,371.2100,22418700
2008-10-03,399.9000,412.4999,383.0700,386.9100,15969800
2008-10-02,409.7900,409.9800,386.0000,390.4900,11957800
2008-10-01,411.1500,416.9800,403.1000,411.7200,12457100
2008-09-30,395.9800,425.0800,392.3200,400.5200,6166400
2008-09-29,419.5100,423.5100,380.7100,381.0000,21504200
2008-09-26,428.0000,437.1600,421.0301,431.0400,10574400
2008-09-25,438.8400,450.0000,435.9800,439.6000,10030500
2008-09-24,430.3400,445.0000,430.1100,435.1100,8475500
2008-09-23,433.2500,440.7900,425.7201,429.2700,10397900
2008-09-22,454.1300,454.1300,429.0000,430.1400,8805700
2008-09-19,461.0000,462.0700,443.2800,449.1500,19991900
2008-09-18,422.6400,439.1800,410.5000,439.0800,17161600
2008-09-17,438.4800,439.1400,413.4400,414.4900,18235500
2008-09-16,425.9600,449.2800,425.4900,442.9300,13967400
2008-09-15,424.0000,441.9700,423.7100,433.8600,13121600
2008-09-12,430.2100,441.9900,429.0000,437.6600,12043900
2008-09-11,408.3500,435.0900,406.3800,433.7500,12929800
2008-09-10,424.4700,424.4800,409.6800,414.1600,12441100
2008-09-09,423.1700,432.3800,415.0000,418.6600,14444700
2008-09-08,452.0200,452.9400,417.5501,419.9500,18017700
2008-09-05,445.4900,452.4560,440.0800,444.2500,9059500
2008-09-04,460.0000,463.2400,449.4000,450.2600,9687300
2008-09-03,468.1950,474.2899,459.5800,464.4100,8620500
2008-09-02,476.7700,482.1800,461.4200,465.2500,12210700
2008-08-29,469.7500,471.0100,462.3300,463.2900,7688700
2008-08-28,472.4900,476.4500,470.3300,473.7800,6053300
2008-08-27,473.7300,474.8300,464.8400,468.5800,8765400
2008-08-26,483.4600,483.4600,470.5900,474.1600,6609700
2008-08-25,486.1100,497.0000,481.5000,483.0100,4024500
2008-08-22,491.5000,494.8760,489.4800,490.5900,4589800
2008-08-21,482.9200,489.8999,479.2700,486.5300,7021100
2008-08-20,494.7200,496.6900,482.5701,485.0000,7956200
2008-08-19,490.4300,498.2800,486.6300,490.5000,6086900
2008-08-18,509.8400,510.0000,495.5101,498.3000,6661100
2008-08-15,506.9900,510.6600,505.5000,510.1500,7084300
2008-08-14,497.7000,507.6100,496.2900,505.4900,5831300
2008-08-13,501.6000,503.5400,493.8800,500.0300,7243700
2008-08-12,502.0000,506.1300,498.0000,502.6100,5505800
2008-08-11,492.4700,508.8800,491.7800,500.8400,8470100
2008-08-08,480.1500,495.7500,475.6900,495.0100,7471100
2008-08-07,482.0000,484.0000,476.4100,479.1200,5542000
2008-08-06,478.3700,489.7700,472.5100,486.3400,6744800
2008-08-05,467.8900,480.0800,466.3300,479.8500,7161800
2008-08-04,468.8000,473.0100,461.9000,463.0000,4969000
2008-08-01,472.0600,473.2200,462.5000,467.8600,6009700
2008-07-31,475.9600,480.8900,471.4400,473.7500,5724400
2008-07-30,485.5000,486.0200,472.8100,482.7000,6974400
2008-07-29,479.3000,487.2600,478.0000,483.1100,5599900
2008-07-28,492.0900,492.0900,475.1300,477.1200,6313600
2008-07-25,486.9600,493.1320,481.5000,491.9800,6360600
2008-07-24,496.8400,496.8700,475.6200,475.6200,7074700
2008-07-23,482.0000,497.2300,478.1000,489.2200,9778400
2008-07-22,467.0000,480.2500,465.6005,477.1100,9373600
2008-07-21,480.4400,484.0900,465.7000,468.8000,11791100
2008-07-18,498.8400,498.9800,478.1900,481.3200,22562200
2008-07-17,535.3500,537.0500,524.5000,533.4400,17557200
2008-07-16,514.0400,536.5000,510.6000,535.6000,9474900
2008-07-15,516.2800,527.5000,501.1000,516.0900,12129800
2008-07-14,536.5000,540.0641,515.4500,521.6200,8840700
2008-07-11,536.5000,539.5000,519.4300,533.8000,9952800
2008-07-10,545.0000,549.5000,530.7210,540.5700,8654700
2008-07-09,550.7600,555.6800,540.7300,541.5500,8299600
2008-07-08,545.3400,555.1900,540.0000,554.5300,9854900
2008-07-07,542.3300,549.0000,535.6000,543.9100,8501800
2008-07-03,531.0000,539.2300,527.5000,537.0000,4796100
2008-07-02,535.7700,540.3800,526.0600,527.0400,8437500
2008-07-01,520.0000,536.7200,517.0000,534.7300,9909800
2008-06-30,532.2500,538.0000,523.0600,526.4200,7523000
2008-06-27,527.4100,530.0000,515.0900,528.0700,10884100
2008-06-26,544.5900,544.9300,528.2600,528.8200,11307600
2008-06-25,544.0000,557.7999,543.6700,551.0000,8236100
2008-06-24,544.8600,551.1900,535.1000,542.3000,9335800
2008-06-23,545.3600,553.1500,542.0200,545.2100,7264500
2008-06-20,547.8400,556.9800,544.5100,546.4300,11954200
2008-06-19,554.8700,563.7800,550.8100,560.2000,11354800
2008-06-18,564.9600,568.9900,559.1600,562.3800,6755600
2008-06-17,576.0200,578.0700,568.3800,569.4600,6918800
2008-06-16,566.5000,579.1000,566.5000,572.8100,7078500
2008-06-13,561.9500,575.7000,561.3360,571.5100,12356400
2008-06-12,548.0100,558.0000,546.8800,552.9500,10972200
2008-06-11,556.0000,557.3400,544.4600,545.2000,7618100
2008-06-10,549.3000,558.8200,546.7800,554.1700,7307400
2008-06-09,568.0600,570.0000,545.4000,557.8700,10566000
2008-06-06,579.8900,580.7200,567.0000,567.0000,9459500
2008-06-05,576.2100,588.0400,576.2100,586.3000,7825500
2008-06-04,565.3300,578.0000,564.5500,572.2200,6719600
2008-06-03,577.9450,580.4999,560.6100,567.3000,8601900
2008-06-02,582.5000,583.8900,571.2701,575.0000,7341000
2008-05-30,583.4700,589.9200,581.3000,585.8000,6443900
2008-05-29,574.7900,585.8800,573.2000,583.0000,9680300
2008-05-28,567.9600,571.4900,561.1000,568.2400,8092600
2008-05-27,544.2600,562.6000,543.8500,560.9000,7723200
2008-05-23,546.9100,553.0000,537.8100,544.6200,8854100
2008-05-22,551.6700,554.2100,540.2500,549.4600,10142400
2008-05-21,577.7900,581.4100,547.8900,549.9900,12923200
2008-05-20,574.6300,582.4800,572.9100,578.6000,6620500
2008-05-19,578.5500,588.8800,573.5200,577.5200,11197700
2008-05-16,581.4300,584.6800,578.3200,580.0701,8539600
2008-05-15,579.0000,582.9500,575.6100,581.0000,8676700
2008-05-14,586.5000,591.1900,575.2500,576.3000,8742800
2008-05-13,587.0000,587.9500,578.5500,583.0000,10316600
2008-05-12,574.7500,586.7500,568.9100,584.9400,9718000
2008-05-09,579.5000,585.0000,571.3000,573.2000,8960800
2008-05-08,586.2000,589.3000,578.9100,583.0100,10235500
2008-05-07,590.7000,599.4900,576.4300,579.0000,13212700
2008-05-06,591.0000,592.0000,583.0000,586.3600,9249300
2008-05-05,599.0000,599.0000,587.1300,594.9000,12549400
2008-05-02,598.8400,602.4500,579.3000,581.2900,13983600
2008-05-01,578.3100,594.9300,576.9720,593.0800,13192300
2008-04-30,562.2700,584.8600,558.4700,574.2900,15790100
2008-04-29,550.2200,563.4000,550.0100,558.4700,8683300
2008-04-28,544.0000,556.8100,539.0000,552.1200,8009100
2008-04-25,548.7000,553.0000,542.7300,544.0600,8320400
2008-04-24,551.2900,554.4900,540.0200,543.0400,8261900
2008-04-23,558.0000,559.3100,540.9500,546.4900,9833100
2008-04-22,537.8000,560.8299,537.5600,555.0000,15861100
2008-04-21,539.0000,542.5900,530.2900,537.7900,14864500
2008-04-18,535.0000,547.7000,524.7700,539.4100,36434700
2008-04-17,455.6400,459.3700,446.5200,449.5400,26679200
2008-04-16,444.3000,458.2800,441.0000,455.0300,15246100
2008-04-15,451.6600,459.7200,443.7200,446.8400,9146000
2008-04-14,457.1600,457.4500,450.1500,451.6600,7677500
2008-04-11,464.0700,467.2600,455.0100,457.4500,8331000
2008-04-10,464.9600,473.8640,461.8500,469.0800,10134600
2008-04-09,469.1300,472.0000,457.5400,464.1900,12084100
2008-04-08,473.0400,474.1400,462.0100,467.8100,9084900
2008-04-07,477.0300,485.4400,473.5300,476.8200,11875100
2008-04-04,457.0100,477.8300,456.2000,471.0900,11782600
2008-04-03,461.7300,463.2900,448.1300,455.1200,13543200
2008-04-02,469.9000,475.7400,460.3900,465.7000,11986000
2008-04-01,447.7400,466.5000,446.8700,465.7100,12174000
2008-03-31,435.6400,442.6900,432.0100,440.4700,8883900
2008-03-28,447.4600,453.5690,434.3100,438.0800,8743600
2008-03-27,446.0000,448.6100,440.4900,444.0800,11652700
2008-03-26,452.5900,462.8700,449.2900,458.1900,10440900
2008-03-25,457.4600,457.4700,446.0000,450.7800,11651500
2008-03-24,438.4300,465.7800,437.7200,460.5600,13513400
2008-03-20,427.3200,435.7000,417.5000,433.5500,19806900
2008-03-19,441.1100,447.5000,431.6700,432.0000,12345600
2008-03-18,428.9800,440.8400,425.5301,439.1600,14459900
2008-03-17,427.9900,433.7100,412.1100,419.8700,15760600
2008-03-14,442.9800,449.3400,430.6200,437.9200,13135600
2008-03-13,432.6700,446.9800,428.7800,443.0100,15437700
2008-03-12,440.0100,447.8800,438.0700,440.1800,13290400
2008-03-11,425.2600,440.1500,424.6500,439.8399,17636100
2008-03-10,428.8300,431.0000,413.0400,413.6200,15959200
2008-03-07,428.8800,440.0000,426.2400,433.3500,16127400
2008-03-06,447.6900,453.3000,431.1800,432.7000,14925200
2008-03-05,445.2500,454.1700,444.0000,447.6999,14858300
2008-03-04,450.9500,453.3600,435.7800,444.6000,27216100
2008-03-03,471.5100,472.7200,450.1100,457.0200,15093800
2008-02-29,476.5000,479.7400,464.6500,471.1800,18831900
2008-02-28,470.5000,479.0900,467.3600,475.3900,13160600
2008-02-27,460.1300,475.4900,459.6400,472.8600,20223500
2008-02-26,461.2000,466.4700,446.8500,464.1900,46528000
2008-02-25,505.9500,506.5000,485.7400,486.4400,16728800
2008-02-22,502.0600,509.0000,497.5501,507.8000,11020700
2008-02-21,512.8500,513.2100,499.5000,502.8600,11344200
2008-02-20,503.5100,511.0100,498.8200,509.0000,13311000
2008-02-19,534.9400,535.0600,506.5000,508.9500,12688000
2008-02-15,528.3100,532.6600,524.3300,529.6400,10469700
2008-02-14,538.3500,541.0400,531.0000,532.2500,12940400
2008-02-13,522.5000,534.9900,518.6900,534.6200,13236100
2008-02-12,523.3900,530.6000,513.0300,518.0900,13311200
2008-02-11,520.5200,523.7100,513.4000,521.1600,11640300
2008-02-08,509.4100,517.7300,508.7000,516.6900,13644100
2008-02-07,496.8600,514.1900,494.7600,504.9500,15841900
2008-02-06,511.1400,511.1700,497.9300,501.7100,15257500
2008-02-05,489.4300,509.0000,488.5200,506.7995,22384100
2008-02-04,509.0700,512.7800,492.5500,495.4300,26287800
2008-02-01,528.6700,536.6700,510.0000,515.9000,35165700
2008-01-31,539.0100,573.0000,534.2901,564.3000,29712800
2008-01-30,549.1900,560.4300,543.5100,548.2700,15863300
2008-01-29,560.4700,561.3300,540.6700,550.5200,12553400
2008-01-28,570.9700,572.2390,548.6000,555.9800,11621700
2008-01-25,591.8100,595.0000,566.1800,566.4000,13918000
2008-01-24,558.8000,579.6900,554.1400,574.4900,18782900
2008-01-23,560.7100,568.0000,519.0000,548.6201,33897400
2008-01-22,562.0300,597.5000,561.2000,584.3500,18983900
2008-01-18,608.3600,609.9900,598.4500,600.2500,17062100
2008-01-17,620.7600,625.7400,598.0100,600.7900,16417100
2008-01-16,628.9700,639.9900,601.9300,615.9500,21098800
2008-01-15,645.9000,649.0500,635.3800,637.6500,11125200
2008-01-14,651.1400,657.4000,645.2500,653.8200,8886100
2008-01-11,642.7000,649.4700,630.1100,638.2500,9944000
2008-01-10,645.0100,657.2000,640.1100,646.7300,12655700
2008-01-09,630.0400,653.3400,622.5100,653.2000,13465900
2008-01-08,653.0000,659.9600,631.0000,631.6799,10667500
2008-01-07,653.9400,662.2800,637.3500,649.2500,12793900
2008-01-04,679.6900,680.9600,655.0000,657.0000,10708800
2008-01-03,685.2600,686.8500,676.5200,685.3300,6498400
2008-01-02,692.8700,697.3700,677.7301,685.1900,8605100
2007-12-31,698.5700,702.4900,690.5800,691.4800,4747600
2007-12-28,704.9300,707.9500,696.5400,702.5300,5120200
2007-12-27,707.0700,716.0000,700.7383,700.7400,5879100
2007-12-26,698.9900,713.2200,698.2100,710.8400,5054900
2007-12-24,694.9900,700.7300,693.0600,700.7300,3253500
2007-12-21,697.8800,699.2600,693.2400,696.6900,10753200
2007-12-20,685.8300,691.0000,680.6100,689.6900,8835500
2007-12-19,674.2100,679.5000,669.0000,677.3700,8833300
2007-12-18,674.1600,676.7100,652.5000,673.3500,14319000
2007-12-17,688.0000,695.4200,663.6700,669.2300,10961000
2007-12-14,687.5100,699.7000,687.2600,689.9600,7339600
2007-12-13,696.3100,697.6200,681.2100,694.0500,10071500
2007-12-12,714.0000,714.3200,688.5000,699.3500,12305800
2007-12-11,719.9400,720.9900,698.7800,699.2040,12265900
2007-12-10,715.9900,724.8000,714.0000,718.4200,7704600
2007-12-07,714.9900,718.0000,710.5000,714.8700,7696400
2007-12-06,697.8000,716.5600,697.0100,715.2600,9808100
2007-12-05,692.7300,698.9300,687.5000,698.5100,8410700
2007-12-04,678.3100,692.0000,677.1201,684.1600,8455100
2007-12-03,691.0100,695.0000,681.1400,681.5300,8641500
2007-11-30,711.0000,711.0600,682.1100,693.0000,15775200
2007-11-29,690.7500,702.7900,687.7700,697.0000,12403500
2007-11-28,682.1100,694.3000,672.1400,692.2600,15817100
2007-11-27,674.8000,676.4300,650.2600,673.5700,17791100
2007-11-26,680.2000,693.4000,665.0000,666.0000,13566600
2007-11-23,670.0000,678.2800,668.1100,676.7000,5471900
2007-11-21,643.7700,669.9700,642.0801,660.5200,14012900
2007-11-20,636.4800,659.1000,632.8700,648.5400,19661500
2007-11-19,629.5900,636.7700,618.5000,625.8500,11043700
2007-11-16,633.9400,635.4900,616.0200,633.6300,18067500
2007-11-15,638.5700,647.5000,624.0000,629.6500,13921400
2007-11-14,673.2800,675.4900,636.2700,641.6800,16173200
2007-11-13,645.4800,660.9200,632.0700,660.5500,16873900
2007-11-12,657.7400,669.9300,626.2100,632.0700,20434100
2007-11-09,675.7800,681.8800,661.2100,663.9700,22753400
2007-11-08,734.6000,734.8900,677.1800,693.8400,32991300
2007-11-07,741.1300,747.2400,723.1400,732.9399,16530400
2007-11-06,737.5600,741.7900,725.0000,741.7900,16855700
2007-11-05,706.9900,730.2300,706.0700,725.6500,17749600
2007-11-02,710.5100,713.5800,697.3400,711.2500,11671300
2007-11-01,702.7900,713.7200,701.7800,703.2100,13041300
2007-10-31,700.6900,707.0000,696.0400,707.0000,13739800
2007-10-30,677.5100,699.9100,677.5100,694.7700,13787300
2007-10-29,677.7700,680.0000,672.0900,679.2300,6126400
2007-10-26,674.0300,676.5400,668.0600,674.6000,6701000
2007-10-25,678.6800,678.9700,663.5500,668.5100,11579400
2007-10-24,672.7100,677.4700,659.5600,675.8200,14793500
2007-10-23,661.2600,677.6000,660.0000,675.7700,13573800
2007-10-22,638.6700,655.0000,636.2800,650.7500,13315400
